0.0,0.0,0.0,0.0,0.0,0.0,2.0,[B@1fc7e65c
0.0,0.0,0.0,0.0,0.0,0.0,3.0,[B@7442ea3b
0.0,0.0,0.0,0.0,0.0,0.0,4.0,[B@633c8bbd
0.0,0.0,0.0,0.0,0.0,0.0,5.0,[B@1c2c0f54
4.73801E-4,-0.0433244,0.333345,-0.0433244,0.0,0.0,6.0,[B@aab681a
4.73801E-4,-0.0433244,0.333345,-0.0433244,0.0,0.0,7.0,[B@e300fe9
4.73801E-4,-0.0433244,0.333345,-0.0433244,0.0,0.0,8.0,[B@5fc7dec7
0.00782854,8.10741,0.335298,8.10741,0.0,0.0,9.0,[B@2aa7cfe0
0.0270184,13.0644,0.344351,13.0644,0.0,0.0,10.0,[B@6b2b4ad8
0.0469268,22.7835,0.362726,22.7835,0.0,0.0,11.0,[B@277a669e
0.0553682,32.4666,0.3937,32.4666,0.0,0.0,12.0,[B@6986c599
0.0468429,41.543,0.428994,41.543,0.0,0.0,13.0,[B@1469275f
0.0320542,47.7082,0.456809,47.7082,0.0,0.0,14.0,[B@2bddd915
0.0191253,54.6529,0.4769,54.6529,0.0,0.0,15.0,[B@68c3a6b8
0.00813753,63.6417,0.490076,63.6417,0.0,0.0,16.0,[B@2ce9567e
0.00285603,73.5473,0.496356,73.5473,0.0,0.0,17.0,[B@2d37d0e0
0.00104402,80.577,0.498901,80.577,0.0,0.0,18.0,[B@6c60ae04
3.13663E-4,80.6797,0.499731,80.6797,0.0,0.0,19.0,[B@2e20700
1.37567E-4,80.6884,0.499731,80.6884,0.0,0.0,20.0,[B@7a891a42
1.3476E-4,80.6933,0.499731,80.6933,0.0,0.0,21.0,[B@701a9f46
1.34367E-4,80.7012,0.499731,80.7012,0.0,0.0,22.0,[B@15f5d562
1.37974E-4,80.709,0.499731,80.709,0.0,0.0,23.0,[B@66147ed7
1.53922E-4,80.7156,0.499731,80.7156,0.0,0.0,24.0,[B@22d932dc
1.67745E-4,80.721,0.499731,80.721,0.0,0.0,25.0,[B@2349f5a4
1.78288E-4,80.7251,0.499731,80.7251,0.0,0.0,26.0,[B@165c5867
1.87702E-4,80.7281,0.499731,80.7281,0.0,0.0,27.0,[B@3b8989a0
1.94577E-4,80.7296,0.499731,80.7296,0.0,0.0,28.0,[B@120af938
1.99448E-4,80.7307,0.499731,80.7307,0.0,0.0,29.0,[B@58707ce9
2.01564E-4,80.7312,0.499731,80.7312,0.0,0.0,30.0,[B@2b21129c
2.00853E-4,80.7309,0.499731,80.7309,0.0,0.0,31.0,[B@47431b4d
1.97525E-4,80.7293,0.499731,80.7293,0.0,0.0,32.0,[B@3ea99881
2.00821E-4,80.7313,0.499731,80.7313,0.0,0.0,33.0,[B@456a3e26
2.06691E-4,80.7342,0.499731,80.7342,0.0,0.0,34.0,[B@9d765fa
2.10894E-4,80.7304,0.499731,80.7304,0.0,0.0,35.0,[B@50088165
-4.68429E-5,80.7252,0.500195,80.7252,0.0,0.0,36.0,[B@660c41ce
-5.23964E-5,80.7208,0.500427,80.7208,0.0,0.0,37.0,[B@19940dbe
-2.16395E-4,80.7093,0.500812,80.7093,0.0,0.0,38.0,[B@b9c787c
-3.56423E-4,80.6917,0.500812,80.6917,0.0,0.0,39.0,[B@728bed98
-3.10507E-4,80.6674,0.501044,80.6674,0.0,0.0,40.0,[B@2905dbed
-0.262022,60.1406,0.424375,60.1406,0.0,0.0,41.0,[B@34c63d51
-0.392651,39.5447,0.0905561,39.5447,0.0,0.0,42.0,[B@567030ba
-0.255399,19.8696,0.114408,19.8696,0.0,0.0,43.0,[B@23291f8a
-0.12729,29.1537,0.139829,29.1537,0.0,0.0,44.0,[B@25c8721e
0.0332824,36.0301,0.10035,36.0301,0.0,0.0,45.0,[B@7f997d70
0.221974,42.4537,0.0701687,42.4537,0.0,0.0,46.0,[B@337dd2f8
0.185215,49.1828,0.234139,49.1828,0.0,0.0,47.0,[B@2a47117d
0.109629,56.683,0.357483,56.683,0.0,0.0,48.0,[B@3cc8d426
0.0496376,65.4922,0.436795,65.4922,0.0,0.0,49.0,[B@4f4cac4
0.0184451,75.0964,0.47662,75.0964,0.0,0.0,50.0,[B@6bcfce40
0.00536907,80.5465,0.493429,80.5465,0.0,0.0,51.0,[B@be85305
0.00156784,80.6975,0.498696,80.6975,0.0,0.0,52.0,[B@56d8b6e2
-3.02792E-5,80.6957,0.500661,80.6957,0.0,0.0,53.0,[B@6241a77e
-3.60727E-4,80.6957,0.500868,80.6957,0.0,0.0,54.0,[B@78931068
-4.64439E-4,80.6957,0.501094,80.6957,0.0,0.0,55.0,[B@31dc7452
-5.71609E-4,80.6956,0.501307,80.6956,0.0,0.0,56.0,[B@41e89ebb
-6.83308E-4,80.6956,0.501534,80.6956,0.0,0.0,57.0,[B@4d8c2a0b
